id,Title,authorFirst,authorLast,Price,Avail,Cover,Condition,ImageURL,Tags,createdAt,updatedAt
278,Man Alone with Himself,Friedrich,Nietzsche,5,1,soft,,"https://images-na.ssl-images-amazon.com/images/I/51oKJngnfeL._SX305_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
279,My System,Aron,Nimzowitsch,2,0,soft,,https://images.gr-assets.com/books/1347362268l/980293.jpg,,6/2/2019 21:12,6/2/2019 21:12
280,Chess Praxis,Aron,Nimzowitsch,2,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41VBu-ZMQ5L._SX354_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
281,The Design of Everyday Things,Don,Norman,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/410RTQezHYL._SX326_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
282,Speak More!,NSA,NSA,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41CN5h3nFTL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
283,Paid to Speak,NSA,NSA,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41HVo-Vf%2BzL._SX326_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
284,Introducing NLP,Joseph,O'Connor,5,1,soft,,"https://images-na.ssl-images-amazon.com/images/I/41Cqi0Z6vlL._SX311_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
285,Rewire,Richard,O'Connor,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51WEslb0XpL._SX330_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
286,A Billion Wicked Thoughts,Ogi,Ogas,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/A1qXXC6BmYL.jpg,,6/2/2019 21:12,6/2/2019 21:12
287,The Slight Edge,Jeff,Olson,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41hC5Pli3SL._SX332_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
288,Crazy Rich,Jerry,Oppenheimer,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51pgpV9snwL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
289,Common Sense,Thomas,Paine,5,1,hard,,https://kbimages1-a.akamaihd.net/beeb9004-dca7-4eee-ab62-11aa42f2f8df/353/569/90/False/common-sense-165.jpg,,6/2/2019 21:12,6/2/2019 21:12
290,Annoying,Joe,Palca,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51lsjyAsEgL._SX337_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
291,F**k It - Do What You Love,John,Parkin,3,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/31ECdZXtdVL._SX309_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
292,What I Learned Losing a Million Dollars,Jim,Paul,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51MSpT2mMSL._SX335_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
293,Personal Development for Smart People,Steve,Pavlina,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51Tp4eb3MFL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
294,Body Language,Barbara,Pease,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81D1GJrDmRL.jpg,,6/2/2019 21:12,6/2/2019 21:12
295,The New Comedy Writing,Gene,Perret,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/61m5tFTs84L.jpg,,6/2/2019 21:12,6/2/2019 21:12
296,Lincoln on Leadership,Donald,Phillips,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51p8Hk8DDeL._SX319_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
297,Drive,Daniel,Pink,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81pUH8Q8GkL.jpg,,6/2/2019 21:12,6/2/2019 21:12
298,How the Mind Works,Steven,Pinker,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51qgYTTnRGL._SX327_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
299,The Blank Slate,Steven,Pinker,5,0,soft,,https://images.gr-assets.com/books/1386925462l/5752.jpg,,6/2/2019 21:12,6/2/2019 21:12
300,Republic,Plato,,5,0,soft,,https://images.gr-assets.com/books/1329178726l/70551.jpg,,6/2/2019 21:12,6/2/2019 21:12
301,Healing the Angry Brain,Ronald,Potter-Efron,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41x428JCX4L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
302,Are You Smart Enough to Work at Google?,William,Poundstone,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41EhJ1VVfgL._SX322_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
303,The War of Art,Steven,Pressfield,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41ET8OFVFCL.jpg,,6/2/2019 21:12,6/2/2019 21:12
304,Real Estate Investing Gone Bad,Phil,Pustejovsky,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51bNWk-89bL.jpg,,6/2/2019 21:12,6/2/2019 21:12
305,How to Be a Real Estate Investor,Phil,Pustejovsky,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51EOUwrcoEL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
306,Spin Selling,Neil,Rackham,5,0,hard,,https://kbimages1-a.akamaihd.net/9595806a-8002-43f9-b0eb-43cc5d9b763a/1200/1200/False/spin-selling-situation-problem-implication-need-payoff.jpg,,6/2/2019 21:12,6/2/2019 21:12
307,Windswept,Adam,Rakunas,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/91pNGsoc1uL.jpg,,6/2/2019 21:12,6/2/2019 21:12
308,The Fountainhead,Ayn,Rand,5,0,soft,,https://g.christianbook.com/dg/product/cbd/f400/191151.jpg,,6/2/2019 21:12,6/2/2019 21:12
309,Introduction to Mentalism,Thomas,Redder,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41wdQsPHs9L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
310,The New Case for Gold,James,Rickards,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/91BPXVcdhQL.jpg,,6/2/2019 21:12,6/2/2019 21:12
311,Positioning: The Battle for Your Mind,Al,Ries,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/61h0nNQrxFL.jpg,,6/2/2019 21:12,6/2/2019 21:12
312,The 22 Immutable Laws of Marketing,Al,Ries,5,0,soft,,https://images.gr-assets.com/books/1417627150l/33449.jpg,,6/2/2019 21:12,6/2/2019 21:12
313,Awaken the Giant Within,Tony,Robbins,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81KkKgd18LL.jpg,,6/2/2019 21:12,6/2/2019 21:12
314,Unlimited Power,Tony,Robbins,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51FK8v5xOtL._SX327_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
315,Money,Tony,Robbins,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81x2aSRQqGL.jpg,,6/2/2019 21:12,6/2/2019 21:12
316,How to Be a Power Connector,Judy,Robinett,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51%2BktU4w5CL.jpg,,6/2/2019 21:12,6/2/2019 21:12
317,The Element,Ken,Robinson,5,0,hard,,https://images.gr-assets.com/books/1347351470l/4224060.jpg,,6/2/2019 21:12,6/2/2019 21:12
318,Look Me in the Eye,John Elder,Robison,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/91yJ6hdS3ML.jpg,,6/2/2019 21:12,6/2/2019 21:12
319,How to Catch a Roadrunner,Neil,Rock,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51K9BTbbOnL._SX321_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
320,Trump Strategies for Real Estate,George,Ross,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51p9Y4crFCL._SX328_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
321,My Fight/Your Fight,Ronda,Rousey,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51nmnIY-%2BZL._SX377_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
322,Full Facts Book of Cold Reading,Ian,Rowland,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41B9x0DjYGL._SX325_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
323,The Last of the Doughboys,Richard,Rubin,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/519L9QrgUfL._SX330_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
324,The History of Western Philosophy,Bertrand,Russell,5,1,soft,,"https://images-na.ssl-images-amazon.com/images/I/41J6D-GNI7L._SX310_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
325,Sex at Dawn,Christopher,Ryan,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41eDKuOmZJL.jpg,,6/2/2019 21:12,6/2/2019 21:12
326,How to Write a Great Business Plan,William,Sahlman,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51Jcu52yBPL._SX344_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
327,Outsider in the White House,Bernie,Sanders,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51t8sP3zUlL.jpg,,6/2/2019 21:12,6/2/2019 21:12
328,Dealstorming,Tim,Sanders,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51bKCCzu9gL.jpg,,6/2/2019 21:12,6/2/2019 21:12
329,The Snowball,Alice,Schroeder,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81YQhK1UiSL.jpg,,6/2/2019 21:12,6/2/2019 21:12
330,Onward,Howard,Schultz,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81%2BcGTfVk9L.jpg,,6/2/2019 21:12,6/2/2019 21:12
331,The Paradox of Choice,Barry,Schwartz,5,0,hard,,https://images.gr-assets.com/books/1410138134l/10639.jpg,,6/2/2019 21:12,6/2/2019 21:12
332,The Magic of Thinking Big,David,Schwartz,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/814n2fhKdvL.jpg,,6/2/2019 21:12,6/2/2019 21:12
333,Total Recall,Arnold,Schwarzenegger,8,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81NOij3cRvL.jpg,,6/2/2019 21:12,6/2/2019 21:12
334,Coined,Kasbir,Sehgal,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/61Px9ZLyadL.jpg,,6/2/2019 21:12,6/2/2019 21:12
335,Learned Optimism,Martin,Seligman,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41PMzU7IJhL.jpg,,6/2/2019 21:12,6/2/2019 21:12
336,On the Shortness of Life,Seneca,,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41Vq9IIEaRL._SX305_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
337,I Will Teach You to Be Rich,Ramit,Sethi,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51pUZCSXmWL._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
338,The Signal and the Noise,Nate,Silver,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51NDG49sWcL._SX324_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
339,You Are a Badass,Jon,Sincero,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51r5X3h8IWL._SX315_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
340,Start With Why,Simon,Sinek,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71QUhm-AnIL.jpg,,6/2/2019 21:12,6/2/2019 21:12
341,Together is Better,Simon,Sinek,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/81CTuL33XkL.jpg,,6/2/2019 21:12,6/2/2019 21:12
342,The Wealth of Nations,Adam,Smith,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51skjkIYAaL._SX302_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
343,Power Questions,Andrew,Sobel,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51rYL75pCvL._SX321_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
344,A Beginner's Guide to Meditation,Rod Meade,Sperry,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81cFaw%2Bv6yL.jpg,,6/2/2019 21:12,6/2/2019 21:12
345,The Millionaire Next Door,Thomas,Stanley,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71t4Nl9Bt3L.jpg,,6/2/2019 21:12,6/2/2019 21:12
346,Networking with the Affluent,Thomas,Stanley,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51MHQ6su66L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
347,The Only Negotiating Guide You'll Ever Need,Peter,Stark,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51OIqUypi6L._SX322_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
348,Successful Intelligence,Robert,Sternberg,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51462PBYE3L._SX313_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
349,My Age of Anxiety,Scott,Stossel,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/513CzVOVatL.jpg,,6/2/2019 21:12,6/2/2019 21:12
350,The Game,Neil,Strauss,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41mJi5S7AkL.jpg,,6/2/2019 21:12,6/2/2019 21:12
351,The Fourth Turning,William,Strauss,5,0,soft,,https://images.gr-assets.com/books/1387727188l/1060320.jpg,,6/2/2019 21:12,6/2/2019 21:12
352,Synchronicity,Kirby,Surprise,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51pMbLH57ZL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
353,Start Your Own Corporation,Garrett,Sutton,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81sQzH9JGIL.jpg,,6/2/2019 21:12,6/2/2019 21:12
354,The No Asshole Rule,Robert,Sutton,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/51Yj9c4yGZL.jpg,,6/2/2019 21:12,6/2/2019 21:12
355,Corporate Finance for Dummies,Michael,Taillard,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51Pqx5a4haL._SX258_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
356,Oh Myyy!,George,Takei,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41tbf6EnmgL.jpg,,6/2/2019 21:12,6/2/2019 21:12
357,Fooled by Randomness,Nassim Nicholas,Taleb,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/61kyvPqcQbL.jpg,,6/2/2019 21:12,6/2/2019 21:12
358,The Rules of Wealth,Richard,Templar,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/413Cqg%2BYACL._SX317_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
359,Nudge,Richard,Thaler,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41S6hyKV9uL._SX324_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
360,Zero to One,Peter,Thiel,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/41PZRSHF-NL.jpg,,6/2/2019 21:12,6/2/2019 21:12
361,How to Think Like Einstein,Scott,Thorpe,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51eorWptH6L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
362,Leadership,Brian,Tracy,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41EM0ud7pWL._SX344_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
363,Sales Success,Brian,Tracy,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/71prN9fLznL.jpg,,6/2/2019 21:12,6/2/2019 21:12
364,Personal Success,Brian,Tracy,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/718gI%2BZp6cL.jpg,,6/2/2019 21:12,6/2/2019 21:12
365,Negotiation,Brian,Tracy,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/4122Dq9ysTL._SX343_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
366,No Excuses!,Brian,Tracy,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51Tf0Gd187L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
367,The Best Real Estate Advice I Ever Received,Donald,Trump,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41yuOQpV6pL._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
368,The Art of the Deal,Donald,Trump,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41QRZR7FSGL._SX296_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
369,How to Get Rich,Donald,Trump,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/91CPrfBj-yL.jpg,,6/2/2019 21:12,6/2/2019 21:12
370,Surviving at the Top,Donald,Trump,5,0,hard,,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Trump_surviving_at_the_top.jpg/220px-Trump_surviving_at_the_top.jpg,,6/2/2019 21:12,6/2/2019 21:12
371,Crippled America,Donald,Trump,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/41lQlxStuBL.jpg,,6/2/2019 21:12,6/2/2019 21:12
372,The Art of the Comeback,Donald,Trump,5,0,hard,,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Trump_the_art_of_the_comeback.jpg/220px-Trump_the_art_of_the_comeback.jpg,,6/2/2019 21:12,6/2/2019 21:12
373,Think Like a Champion (Pocket Version),Donald,Trump,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51qlW0QLPvL._SX258_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
374,The Book on Investing in Real Estate with No Money Down,Brandon,Turner,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/812n7wMQNdL.jpg,,6/2/2019 21:12,6/2/2019 21:12
375,Addictive Thinking,Abraham,Twerski,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71Fu5nFeOKL.jpg,,6/2/2019 21:12,6/2/2019 21:12
376,The Soul of Money,Lynne,Twist,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41sftm2-AoL.jpg,,6/2/2019 21:12,6/2/2019 21:12
377,The Art of War,Sun,Tzu,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41ED%2Bav59nL.jpg,,6/2/2019 21:12,6/2/2019 21:12
378,Bang,Roosh,V,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/21nfWpeXtmL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
379,Day Bang,Roosh,V,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/312tKLeZfaL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
380,Procrastinate on Purpose,Rory,Vaden,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/91ibtf9A7bL.jpg,,6/2/2019 21:12,6/2/2019 21:12
381,The Tiger,John,Vaillant,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/41L8%2BBBeJAL.jpg,,6/2/2019 21:12,6/2/2019 21:12
382,The Body Keeps Score,Bessel,Van Der Kolk,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71oE1a7BYYL.jpg,,6/2/2019 21:12,6/2/2019 21:12
383,Elon Musk,Ashlee,Vance,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/5112YFsXIJL._SX330_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
384,What the Most Successful People Do Before Breakfast,Laura,Vanderkam,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81K4f6Ed3qL.jpg,,6/2/2019 21:12,6/2/2019 21:12
385,What the Most Successful People Do Before Breakfast,Laura,Vanderkam,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81K4f6Ed3qL.jpg,,6/2/2019 21:12,6/2/2019 21:12
386,"Jab, Jab, Jab, Right Hook",Gary,Vaynerchuk,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/61eRCiTDr7L._SX258_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
387,Crush It!,Gary,Vaynerchuk,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51jTTziN3dL._SX328_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
388,Made in America,Sam,Walton,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51mjN%2BZPo4L.jpg,,6/2/2019 21:12,6/2/2019 21:12
389,Mindless Eating,Brian,Wansink,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/61ualtkQWGL.jpg,,6/2/2019 21:12,6/2/2019 21:12
390,The Science of Getting Rich,Wallace,Wattles,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/517SQwmOTXL._SX347_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
391,Everything is Obvious,Duncan,Watts,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71sgb6IkcHL.jpg,,6/2/2019 21:12,6/2/2019 21:12
392,"When I Stop Talking, You'll Know I'm Dead",Jerry,Weintraub,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/516ONaawg7L._SX328_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
393,Money Talks,Alan,Weiss,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51uOyDfwc7L._SX332_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
394,The Creator's Code,Amy,Wilkinson,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/71vSlwbKp6L.jpg,,6/2/2019 21:12,6/2/2019 21:12
395,Extreme Ownership,Jocko,Willink,5,1,hard,,"https://images-na.ssl-images-amazon.com/images/I/41wsgvkoW2L._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
396,The Good News About What's Bad For You…,Jeff,Wilser,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51KVtODQA8L._SX328_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
397,Wooden on Leadership,John,Wooden,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51h12syOgML._SX338_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
398,Mess,Barry,Yourgrau,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/61rMJTqxT1L.jpg,,6/2/2019 21:12,6/2/2019 21:12
399,I Am Malala,Malala,Yousafzai,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/91jj%2BOWbC1L.jpg,,6/2/2019 21:12,6/2/2019 21:12
400,The 7 Principles of Public Speaking,Richard,Zeoli,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41tnXbCUd3L.jpg,,6/2/2019 21:12,6/2/2019 21:12
401,Holy Bible,,,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41OYxBLbBRL._SX304_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
402,The Holy Qur'an,,,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41RNkmZ-4OL._SX228_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
403,The Evolution of Desire,David,Buss,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51prKsR2TiL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
404,Dollars and Sex,Marina,Adshade,5,0,hard,,https://49thshelf.com/var/ezflow_site/storage/images/books/d/dollars-and-sex/9781443410557_cover/134404137-1-eng-CA/9781443410557_cover_coverbookpage-v2.jpg,,6/2/2019 21:12,6/2/2019 21:12
405,Beyond Religion,Dalai,Lama,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81ad%2BG0jgML.jpg,,6/2/2019 21:12,6/2/2019 21:12
406,Great by Choice,Jim,Collins,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41HQLz67N1L._SX327_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
407,The Old Man and the Sea,Ernest,Hemingway,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/411pakPjvdL._SX326_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
408,Ask Gary Vee,Gary,Vaynerchuk,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51lAEp3ut5L._SX342_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
409,The Great Gatsby,F. Scott,Fitzgerald,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81Y2m%2BfNCbL.jpg,,6/2/2019 21:12,6/2/2019 21:12
410,Stranger in a Strange Land,Robert,Heinlein,5,0,soft,,https://images.gr-assets.com/books/1156897088l/350.jpg,,6/2/2019 21:12,6/2/2019 21:12
411,The Hustler,Walter,Tevis,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71v0pZ3uFuL.jpg,,6/2/2019 21:12,6/2/2019 21:12
412,The Warren Buffett Way,Robert,Hagstrom,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/514Y9hUYhRL._SX301_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
413,"Mindset, Model, and Marketing",Tom,Ferry,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51Ll1DKCjdL.jpg,,6/2/2019 21:12,6/2/2019 21:12
414,How Should a Person Be?,Sheila,Heti,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81CyEfA7nmL.jpg,,6/2/2019 21:12,6/2/2019 21:12
415,The Giver,Lois,Lowry,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81cJChEQjSL.jpg,,6/2/2019 21:12,6/2/2019 21:12
416,Superintelligence,Nick,Bostrom,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51Wr3rTqsSL.jpg,,6/2/2019 21:12,6/2/2019 21:12
417,Resucceed,James,Colburn,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41RG7CpxcGL.jpg,,6/2/2019 21:12,6/2/2019 21:12
418,The Sky is Not the Limit,Neil DeGrasse,Tyson,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81wecP5UUhL.jpg,,6/2/2019 21:12,6/2/2019 21:12
419,The 10 Pillars of Wealth,Alex,Becker,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/6158dXhhmBL.jpg,,6/2/2019 21:12,6/2/2019 21:12
420,The Art of Living Consciously,Nathaniel,Branden,5,0,,,"https://images-na.ssl-images-amazon.com/images/I/518FAFdBA8L._SX312_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
421,The Little Prince,Antoine,De Saint-Exupery,5,1,soft,,"https://images-na.ssl-images-amazon.com/images/I/4186P0mACWL._SX336_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
